Brand,Model,Manufacturing Year,Fuel Type,Owner,Mileage (kmpl),Transmission,Registration State,KM Driven,Selling Price
MARUTI,Wagon R,2007,electric,First Owner,24.69742949,manual,MH,381425,526087
MARUTI,Wagon R,2021,diesel,First Owner,32.81004975,automatic,DL,330705,1378261
MARUTI,Wagon R,2002,diesel,Second Owner,20.93783659,manual,MP,369617,221739
MARUTI,Wagon R,2000,diesel,First Owner,33.62991787,automatic,DL,149552,100000
MARUTI,Wagon R,2002,electric,First Owner,24.01591473,automatic,WB,305980,221739
MARUTI,Wagon R,2004,electric,First Owner,28.39574006,manual,GJ,342564,343478
MARUTI,Wagon R,2014,petrol,First Owner,20.37766225,automatic,RJ,247850,952174
MARUTI,Wagon R,2013,petrol,First Owner,23.20596214,automatic,UP,291055,891304
MARUTI,Wagon R,2002,petrol,Second Owner,29.19601864,manual,UP,176065,221739
MARUTI,Wagon R,2000,electric,Second Owner,25.25494284,automatic,TN,111216,100000
MARUTI,Wagon R,2004,petrol,Second Owner,33.61416023,manual,MP,200768,343478
MARUTI,Wagon R,2022,diesel,First Owner,29.74249932,manual,WB,93080,1439130
MARUTI,Wagon R,2013,diesel,Second Owner,26.28805851,automatic,WB,304433,891304
MARUTI,Wagon R,2006,electric,First Owner,32.73339513,automatic,RJ,51346,465217
MARUTI,Wagon R,2008,petrol,Second Owner,28.31112778,automatic,DL,259261,586957
MARUTI,Wagon R,2014,diesel,Second Owner,27.94640947,automatic,TN,45644,952174
MARUTI,Wagon R,2014,electric,First Owner,19.92742666,automatic,KA,48279,952174
MARUTI,Wagon R,2009,petrol,First Owner,22.89713931,manual,DL,115446,647826
MARUTI,Wagon R,2012,diesel,First Owner,28.66607305,manual,TN,330782,830435
MARUTI,Wagon R,2018,petrol,Second Owner,32.83583423,automatic,WB,269983,1195652
MARUTI,Wagon R,2006,electric,First Owner,21.31094947,automatic,MP,133917,465217
MARUTI,Wagon R,2016,petrol,Second Owner,19.30971244,automatic,UP,54341,1073913
MARUTI,Wagon R,2019,electric,Second Owner,26.87391958,automatic,MH,139660,1256522
MARUTI,Wagon R,2003,petrol,Second Owner,16.34394196,automatic,DL,138481,282609
MARUTI,Wagon R,2004,diesel,First Owner,29.29083403,manual,PB,174975,343478
MARUTI,Wagon R,2022,electric,First Owner,29.06277087,manual,DL,120957,1439130
MARUTI,Wagon R,2006,electric,First Owner,22.09932062,manual,MH,317123,465217
MARUTI,Wagon R,2012,electric,Second Owner,32.85355307,automatic,WB,388770,830435
MARUTI,Wagon R,2014,petrol,Second Owner,25.04362283,automatic,TN,85109,952174
MARUTI,Wagon R,2010,petrol,First Owner,27.91529901,automatic,MP,129239,708696
MARUTI,Wagon R,2003,diesel,Second Owner,19.19156964,manual,PB,172999,282609
MARUTI,Wagon R,2012,electric,Second Owner,23.3468067,manual,WB,351500,830435
MARUTI,Wagon R,2006,electric,Second Owner,32.24835081,manual,KA,176473,465217
MARUTI,Wagon R,2018,petrol,First Owner,19.25879095,manual,UP,182773,1195652
MARUTI,Ertiga,2021,petrol,Second Owner,22.81148755,automatic,RJ,93226,1378261
MARUTI,Ertiga,2001,diesel,Second Owner,21.36153089,automatic,MP,250398,160870
MARUTI,Ertiga,2009,diesel,First Owner,18.0222037,automatic,UP,123658,647826
MARUTI,Ertiga,2012,petrol,First Owner,20.79435836,automatic,PB,155298,830435
MARUTI,Ertiga,2020,electric,First Owner,19.65544567,automatic,DL,110808,1317391
MARUTI,Ertiga,2005,diesel,First Owner,33.47187261,automatic,TN,389677,404348
MARUTI,Ertiga,2011,petrol,First Owner,29.82157609,manual,GJ,217421,769565
MARUTI,Ertiga,2011,petrol,First Owner,21.32203164,automatic,MH,138525,769565
MARUTI,Ertiga,2019,electric,Second Owner,30.26678106,automatic,MP,178075,1256522
MARUTI,Ertiga,2010,petrol,Second Owner,15.44279906,automatic,PB,234075,708696
MARUTI,Ertiga,2022,petrol,Second Owner,25.53049422,automatic,GJ,252350,1439130
MARUTI,Ertiga,2006,diesel,Second Owner,20.00669127,automatic,UP,379715,465217
MARUTI,Ertiga,2000,petrol,First Owner,17.28644144,automatic,TN,370745,100000
MARUTI,Ertiga,2000,petrol,Second Owner,32.67517057,automatic,DL,88160,100000
MARUTI,Ertiga,2019,diesel,First Owner,18.98681069,automatic,DL,25505,1256522
MARUTI,Ertiga,2012,electric,First Owner,31.44782186,manual,KA,289693,830435
MARUTI,Ertiga,2008,electric,Second Owner,23.26445355,manual,TN,252108,586957
MARUTI,Ertiga,2002,diesel,Second Owner,15.2858154,manual,RJ,71149,221739
MARUTI,Ertiga,2006,diesel,First Owner,29.65065659,automatic,GJ,207899,465217
MARUTI,Ertiga,2005,electric,First Owner,26.92719516,manual,WB,295601,404348
MARUTI,Ertiga,2007,electric,First Owner,21.88343766,automatic,KA,188183,526087
MARUTI,Ertiga,2008,electric,First Owner,20.63091868,manual,TN,306731,586957
MARUTI,Ertiga,2004,electric,Second Owner,16.47382505,manual,PB,79354,343478
MARUTI,Ertiga,2000,electric,First Owner,33.8285119,automatic,TN,384055,100000
MARUTI,Ertiga,2018,diesel,Second Owner,24.87969769,automatic,RJ,307456,1195652
MARUTI,Ertiga,2009,petrol,First Owner,16.71049035,automatic,TN,348189,647826
MARUTI,Ertiga,2011,electric,First Owner,32.37359435,automatic,GJ,127764,769565
MARUTI,Ertiga,2023,electric,First Owner,20.57666346,manual,TN,97994,1500000
MARUTI,Ertiga,2014,petrol,Second Owner,19.07205431,manual,TN,320657,952174
MARUTI,Ertiga,2021,petrol,First Owner,20.61874877,automatic,UP,252418,1378261
MARUTI,Ertiga,2023,petrol,Second Owner,26.29142917,manual,WB,352590,1500000
MARUTI,Ertiga,2008,petrol,Second Owner,16.48112969,manual,MH,26572,586957
MARUTI,Ertiga,2019,petrol,Second Owner,24.63513818,manual,GJ,266818,1256522
MARUTI,Ertiga,2016,petrol,First Owner,32.9148689,automatic,MH,188140,1073913
MARUTI,Ertiga,2016,diesel,Second Owner,18.76343192,automatic,UP,104872,1073913
MARUTI,Ertiga,2019,petrol,Second Owner,21.62377544,automatic,KA,178985,1256522
MARUTI,Ertiga,2011,petrol,First Owner,22.9224393,manual,RJ,322522,769565
MARUTI,Ertiga,2006,diesel,First Owner,26.72441423,automatic,WB,82189,465217
MARUTI,Ertiga,2001,petrol,Second Owner,33.38508493,automatic,RJ,46084,160870
MARUTI,Ertiga,2002,electric,Second Owner,22.89078416,manual,UP,379384,221739
MARUTI,Celerio,2016,electric,First Owner,16.38305681,automatic,GJ,342825,1073913
MARUTI,Celerio,2004,petrol,Second Owner,21.95901723,automatic,MP,42418,343478
MARUTI,Celerio,2016,diesel,Second Owner,18.80170825,automatic,WB,193799,1073913
MARUTI,Celerio,2023,electric,Second Owner,28.03548958,manual,WB,94860,1500000
MARUTI,Celerio,2016,diesel,First Owner,15.58524218,automatic,UP,217809,1073913
MARUTI,Celerio,2016,electric,Second Owner,20.83859942,manual,KA,102168,1073913
MARUTI,Celerio,2001,petrol,First Owner,25.90347014,manual,PB,177543,160870
MARUTI,Celerio,2001,diesel,First Owner,20.54668412,manual,TN,82468,160870
MARUTI,Celerio,2021,diesel,First Owner,26.01990567,manual,DL,88211,1378261
MARUTI,Celerio,2022,diesel,Second Owner,17.29424644,manual,DL,95012,1439130
MARUTI,Celerio,2004,electric,First Owner,33.85610976,manual,RJ,39259,343478
MARUTI,Celerio,2000,electric,Second Owner,20.81813615,automatic,TN,191134,100000
MARUTI,Celerio,2000,electric,First Owner,33.46001679,automatic,PB,331323,100000
MARUTI,Celerio,2018,petrol,Second Owner,21.51670879,manual,MP,217117,1195652
MARUTI,Celerio,2001,electric,Second Owner,30.63680382,manual,RJ,100099,160870
MARUTI,Celerio,2020,petrol,Second Owner,19.92374715,automatic,WB,168096,1317391
MARUTI,Celerio,2011,diesel,First Owner,28.39537805,automatic,MH,344124,769565
MARUTI,Celerio,2005,diesel,Second Owner,21.47432428,automatic,DL,367314,404348
MARUTI,Celerio,2022,petrol,Second Owner,25.18318258,manual,RJ,89283,1439130
MARUTI,Celerio,2003,electric,First Owner,28.47628292,manual,DL,334015,282609
MARUTI,Celerio,2022,petrol,First Owner,26.7776501,automatic,UP,40287,1439130
MARUTI,Celerio,2010,diesel,Second Owner,26.52561187,manual,MP,45887,708696
MARUTI,Celerio,2023,diesel,First Owner,16.31361671,manual,MP,37802,1500000
MARUTI,Celerio,2016,petrol,First Owner,19.98153664,manual,MH,93135,1073913
MARUTI,Celerio,2005,electric,First Owner,26.4367858,manual,GJ,291794,404348
MARUTI,Celerio,2023,electric,Second Owner,15.36634414,automatic,MP,170915,1500000
MARUTI,Celerio,2004,petrol,First Owner,20.0128851,manual,WB,205128,343478
MARUTI,Celerio,2019,petrol,Second Owner,19.58370479,manual,UP,387790,1256522
MARUTI,Celerio,2001,electric,First Owner,19.9971222,manual,KA,325671,160870
MARUTI,Celerio,2005,diesel,First Owner,25.71218999,manual,RJ,62297,404348
MARUTI,Celerio,2021,petrol,Second Owner,26.63920708,automatic,WB,271008,1378261
MARUTI,Celerio,2010,electric,First Owner,33.17995989,manual,TN,311329,708696
MARUTI,Celerio,2015,electric,First Owner,22.72062098,manual,KA,137769,1013043
MARUTI,Celerio,2015,diesel,First Owner,33.53157834,automatic,WB,63418,1013043
MARUTI,Celerio,2000,diesel,First Owner,28.0390869,manual,TN,29612,100000
MARUTI,Celerio,2008,diesel,Second Owner,33.25320792,manual,DL,193886,586957
MARUTI,Celerio,2005,diesel,Second Owner,31.66944203,manual,DL,105002,404348
MARUTI,Celerio,2015,diesel,Second Owner,28.75164887,manual,DL,152703,1013043
MARUTI,Celerio,2002,petrol,Second Owner,22.12211799,automatic,MH,339355,221739
MARUTI,Celerio,2019,electric,Second Owner,19.82220895,automatic,UP,166524,1256522
MARUTI,Vitara Brezza,2003,petrol,Second Owner,19.44782871,automatic,RJ,276097,282609
MARUTI,Vitara Brezza,2018,petrol,Second Owner,34.04347675,manual,MH,98105,1195652
MARUTI,Vitara Brezza,2002,petrol,First Owner,34.17147686,manual,MP,173554,221739
MARUTI,Vitara Brezza,2018,petrol,Second Owner,29.49662747,automatic,MP,256379,1195652
MARUTI,Vitara Brezza,2019,petrol,Second Owner,32.67591968,automatic,MP,251067,1256522
MARUTI,Vitara Brezza,2006,diesel,Second Owner,33.37992326,manual,UP,317616,465217
MARUTI,Vitara Brezza,2019,diesel,First Owner,25.23112393,manual,MH,369604,1256522
MARUTI,Vitara Brezza,2008,electric,Second Owner,27.58119381,manual,MH,138123,586957
MARUTI,Vitara Brezza,2000,petrol,Second Owner,23.37508996,manual,KA,242874,100000
MARUTI,Vitara Brezza,2007,electric,Second Owner,23.36981529,manual,MH,218385,526087
MARUTI,Vitara Brezza,2006,diesel,First Owner,15.76857837,manual,TN,100379,465217
MARUTI,Vitara Brezza,2017,diesel,Second Owner,23.67642921,manual,MP,186987,1134783
MARUTI,Vitara Brezza,2007,diesel,First Owner,28.46979623,manual,MH,115554,526087
MARUTI,Vitara Brezza,2000,petrol,First Owner,23.43964332,manual,UP,28057,100000
MARUTI,Vitara Brezza,2010,petrol,First Owner,32.44819354,manual,RJ,38883,708696
MARUTI,Vitara Brezza,2017,diesel,First Owner,21.65125905,automatic,MP,200910,1134783
MARUTI,Vitara Brezza,2022,electric,Second Owner,17.65364093,manual,GJ,80014,1439130
MARUTI,Vitara Brezza,2009,electric,First Owner,31.23117381,manual,TN,172522,647826
MARUTI,Vitara Brezza,2002,diesel,First Owner,28.47895837,manual,GJ,176577,221739
MARUTI,Vitara Brezza,2006,electric,Second Owner,19.83638965,automatic,MP,128269,465217
MARUTI,Vitara Brezza,2015,diesel,First Owner,25.72902512,manual,KA,317157,1013043
MARUTI,Vitara Brezza,2015,electric,First Owner,23.03704677,automatic,UP,153536,1013043
MARUTI,Vitara Brezza,2019,diesel,First Owner,33.77719553,manual,RJ,94111,1256522
MARUTI,Vitara Brezza,2016,electric,First Owner,27.14664182,automatic,RJ,132839,1073913
MARUTI,Vitara Brezza,2001,petrol,First Owner,18.16778522,automatic,MP,66825,160870
MARUTI,Vitara Brezza,2000,diesel,First Owner,25.04296905,manual,MH,180638,100000
MARUTI,Vitara Brezza,2015,diesel,Second Owner,32.25113665,automatic,KA,114035,1013043
MARUTI,Vitara Brezza,2011,electric,Second Owner,28.4299334,automatic,UP,21521,769565
MARUTI,Vitara Brezza,2004,diesel,Second Owner,31.84904152,manual,MP,299507,343478
MARUTI,Vitara Brezza,2004,diesel,Second Owner,20.00798628,manual,MH,100938,343478
MARUTI,Vitara Brezza,2022,diesel,First Owner,32.76702754,manual,MP,237169,1439130
MARUTI,Vitara Brezza,2008,petrol,First Owner,30.11222664,manual,KA,222308,586957
MARUTI,Vitara Brezza,2008,petrol,First Owner,29.57827511,manual,UP,162534,586957
MARUTI,Vitara Brezza,2002,electric,Second Owner,21.9308214,manual,TN,355253,221739
MARUTI,Vitara Brezza,2018,petrol,Second Owner,32.75316128,automatic,MP,202177,1195652
MARUTI,Vitara Brezza,2015,electric,First Owner,27.75958755,automatic,MH,336842,1013043
MARUTI,Vitara Brezza,2015,petrol,First Owner,32.03678954,manual,PB,259052,1013043
MARUTI,Vitara Brezza,2002,electric,Second Owner,22.21942912,manual,PB,139511,221739
MARUTI,Vitara Brezza,2019,petrol,Second Owner,17.91304182,manual,PB,116783,1256522
MARUTI,Vitara Brezza,2023,petrol,Second Owner,21.6467436,manual,MH,214173,1500000
MARUTI,Dzire,2021,electric,Second Owner,24.10528695,automatic,KA,118829,1378261
MARUTI,Dzire,2023,diesel,First Owner,25.6681475,automatic,KA,136774,1500000
MARUTI,Dzire,2000,diesel,Second Owner,25.21618431,manual,UP,239403,100000
MARUTI,Dzire,2023,petrol,Second Owner,25.92109185,automatic,DL,288243,1500000
MARUTI,Dzire,2019,electric,First Owner,31.8341153,automatic,PB,357248,1256522
MARUTI,Dzire,2010,diesel,First Owner,18.40202492,manual,RJ,24406,708696
MARUTI,Dzire,2016,electric,First Owner,21.3210259,manual,DL,122439,1073913
MARUTI,Dzire,2007,diesel,Second Owner,32.77216981,automatic,WB,208250,526087
MARUTI,Dzire,2003,electric,Second Owner,26.20916409,manual,PB,110692,282609
MARUTI,Dzire,2005,petrol,Second Owner,26.66779741,manual,RJ,181943,404348
MARUTI,Dzire,2007,electric,Second Owner,24.56125089,manual,KA,234985,526087
MARUTI,Dzire,2019,diesel,First Owner,25.9794927,automatic,RJ,378586,1256522
MARUTI,Dzire,2002,petrol,First Owner,18.96159461,automatic,DL,384973,221739
MARUTI,Dzire,2015,electric,Second Owner,25.93733799,automatic,TN,132631,1013043
MARUTI,Dzire,2002,diesel,Second Owner,34.94346256,automatic,MP,64895,221739
MARUTI,Dzire,2017,petrol,Second Owner,26.32095146,manual,GJ,274408,1134783
MARUTI,Dzire,2013,electric,First Owner,15.88804931,manual,PB,325904,891304
MARUTI,Dzire,2017,diesel,Second Owner,30.92871289,automatic,KA,328450,1134783
MARUTI,Dzire,2001,electric,First Owner,22.92950857,automatic,UP,95179,160870
MARUTI,Dzire,2021,electric,Second Owner,18.07352297,manual,PB,167659,1378261
MARUTI,Dzire,2002,petrol,First Owner,32.25039612,automatic,MH,96554,221739
MARUTI,Dzire,2015,petrol,First Owner,18.95946511,automatic,DL,151015,1013043
MARUTI,Dzire,2008,diesel,Second Owner,33.4153478,automatic,KA,64425,586957
MARUTI,Dzire,2003,petrol,First Owner,23.83592981,automatic,RJ,277997,282609
MARUTI,Dzire,2000,diesel,First Owner,29.85581669,automatic,UP,172448,100000
MARUTI,Dzire,2003,electric,Second Owner,25.93991701,automatic,MP,304734,282609
MARUTI,Dzire,2000,electric,First Owner,20.13253608,automatic,KA,325547,100000
MARUTI,Dzire,2013,diesel,Second Owner,28.42180349,manual,MP,46628,891304
MARUTI,Dzire,2020,electric,First Owner,34.15825102,manual,PB,109421,1317391
MARUTI,Dzire,2015,petrol,First Owner,30.39273934,manual,PB,387907,1013043
MARUTI,Dzire,2019,electric,First Owner,27.08035993,automatic,GJ,153264,1256522
MARUTI,Dzire,2023,petrol,First Owner,34.81256217,manual,DL,172505,1500000
MARUTI,Dzire,2007,diesel,Second Owner,20.30653335,manual,RJ,366773,526087
MARUTI,Dzire,2006,diesel,Second Owner,16.24682976,manual,PB,50617,465217
MARUTI,Dzire,2002,electric,Second Owner,15.64261732,manual,TN,268588,221739
MARUTI,Dzire,2016,electric,First Owner,29.21375759,automatic,MH,389598,1073913
MARUTI,Dzire,2000,petrol,First Owner,31.60464729,manual,GJ,182754,100000
MARUTI,Dzire,2015,petrol,Second Owner,27.70201075,manual,KA,292394,1013043
MARUTI,Dzire,2011,electric,Second Owner,33.10053195,manual,MH,314980,769565
MARUTI,Dzire,2018,electric,Second Owner,28.95952095,manual,UP,394463,1195652
MARUTI,S-Cross,2021,diesel,Second Owner,22.41909293,automatic,RJ,349317,1378261
MARUTI,S-Cross,2022,diesel,First Owner,18.62516583,automatic,KA,388905,1439130
MARUTI,S-Cross,2021,diesel,Second Owner,33.49294957,manual,GJ,26251,1378261
MARUTI,S-Cross,2013,electric,First Owner,17.071943,manual,MP,121429,891304
MARUTI,S-Cross,2005,electric,Second Owner,25.85976807,manual,MH,338390,404348
