Brand,Model,Manufacturing Year,Fuel Type,Owner,Mileage (kmpl),Transmission,Registration State,KM Driven,Selling Price
MARUTI,Ertiga,2012,electric,First Owner,31.44782186,manual,KA,289693,1773037
MARUTI,Ertiga,2008,electric,Second Owner,23.26445355,manual,TN,252108,375426
MARUTI,Ertiga,2002,diesel,Second Owner,15.2858154,manual,RJ,71149,478057
MARUTI,Ertiga,2006,diesel,First Owner,29.65065659,automatic,GJ,207899,1963903
MARUTI,Ertiga,2005,electric,First Owner,26.92719516,manual,WB,295601,944831
MARUTI,Ertiga,2007,electric,First Owner,21.88343766,automatic,KA,188183,1849480
MARUTI,Ertiga,2008,electric,First Owner,20.63091868,manual,TN,306731,1632153
MARUTI,Ertiga,2004,electric,Second Owner,16.47382505,manual,PB,79354,1333574
MARUTI,Ertiga,2000,electric,First Owner,33.8285119,automatic,TN,384055,787014
MARUTI,Ertiga,2018,diesel,Second Owner,24.87969769,automatic,RJ,307456,647097
MARUTI,Ertiga,2009,petrol,First Owner,16.71049035,automatic,TN,348189,824291
MARUTI,Ertiga,2011,electric,First Owner,32.37359435,automatic,GJ,127764,1591219
MARUTI,Ertiga,2023,electric,First Owner,20.57666346,manual,TN,97994,517964
MARUTI,Ertiga,2014,petrol,Second Owner,19.07205431,manual,TN,320657,1896706
MARUTI,Ertiga,2021,petrol,First Owner,20.61874877,automatic,UP,252418,1005907
MARUTI,Ertiga,2023,petrol,Second Owner,26.29142917,manual,WB,352590,678920
MARUTI,Ertiga,2008,petrol,Second Owner,16.48112969,manual,MH,26572,1709172
MARUTI,Ertiga,2019,petrol,Second Owner,24.63513818,manual,GJ,266818,1680957
MARUTI,Ertiga,2016,petrol,First Owner,32.9148689,automatic,MH,188140,1752981
MARUTI,Ertiga,2016,diesel,Second Owner,18.76343192,automatic,UP,104872,1362988
MARUTI,Ertiga,2019,petrol,Second Owner,21.62377544,automatic,KA,178985,1092256
MARUTI,Ertiga,2011,petrol,First Owner,22.9224393,manual,RJ,322522,722812
MARUTI,Ertiga,2006,diesel,First Owner,26.72441423,automatic,WB,82189,757948
MARUTI,Ertiga,2001,petrol,Second Owner,33.38508493,automatic,RJ,46084,1519126
MARUTI,Ertiga,2002,electric,Second Owner,22.89078416,manual,UP,379384,1464997
MARUTI,Celerio,2016,electric,First Owner,16.38305681,automatic,GJ,342825,1917107
MARUTI,Celerio,2004,petrol,Second Owner,21.95901723,automatic,MP,42418,681881
MARUTI,Celerio,2016,diesel,Second Owner,18.80170825,automatic,WB,193799,295839
MARUTI,Celerio,2023,electric,Second Owner,28.03548958,manual,WB,94860,685943
MARUTI,Celerio,2016,diesel,First Owner,15.58524218,automatic,UP,217809,811547
MARUTI,Celerio,2016,electric,Second Owner,20.83859942,manual,KA,102168,1855389
MARUTI,Celerio,2001,petrol,First Owner,25.90347014,manual,PB,177543,651111
MARUTI,Celerio,2001,diesel,First Owner,20.54668412,manual,TN,82468,575120
MARUTI,Celerio,2021,diesel,First Owner,26.01990567,manual,DL,88211,515710
MARUTI,Celerio,2022,diesel,Second Owner,17.29424644,manual,DL,95012,871672
MARUTI,Celerio,2004,electric,First Owner,33.85610976,manual,RJ,39259,298039
MARUTI,Celerio,2000,electric,Second Owner,20.81813615,automatic,TN,191134,1562385
MARUTI,Celerio,2000,electric,First Owner,33.46001679,automatic,PB,331323,360472
MARUTI,Celerio,2018,petrol,Second Owner,21.51670879,manual,MP,217117,1616067
MARUTI,Celerio,2001,electric,Second Owner,30.63680382,manual,RJ,100099,1397209
MARUTI,Celerio,2020,petrol,Second Owner,19.92374715,automatic,WB,168096,1162910
MARUTI,Celerio,2011,diesel,First Owner,28.39537805,automatic,MH,344124,1335677
MARUTI,Celerio,2005,diesel,Second Owner,21.47432428,automatic,DL,367314,1594123
MARUTI,Celerio,2022,petrol,Second Owner,25.18318258,manual,RJ,89283,229621
MARUTI,Celerio,2003,electric,First Owner,28.47628292,manual,DL,334015,1169967
MARUTI,Celerio,2022,petrol,First Owner,26.7776501,automatic,UP,40287,1862097
MARUTI,Celerio,2010,diesel,Second Owner,26.52561187,manual,MP,45887,602953
MARUTI,Celerio,2023,diesel,First Owner,16.31361671,manual,MP,37802,232035
MARUTI,Celerio,2016,petrol,First Owner,19.98153664,manual,MH,93135,1360833
MARUTI,Celerio,2005,electric,First Owner,26.4367858,manual,GJ,291794,1231227
MARUTI,Celerio,2023,electric,Second Owner,15.36634414,automatic,MP,170915,1323800
MARUTI,Celerio,2004,petrol,First Owner,20.0128851,manual,WB,205128,212974
MARUTI,Celerio,2019,petrol,Second Owner,19.58370479,manual,UP,387790,224648
MARUTI,Celerio,2001,electric,First Owner,19.9971222,manual,KA,325671,631342
MARUTI,Celerio,2005,diesel,First Owner,25.71218999,manual,RJ,62297,1205983
MARUTI,Celerio,2021,petrol,Second Owner,26.63920708,automatic,WB,271008,228612
MARUTI,Celerio,2010,electric,First Owner,33.17995989,manual,TN,311329,1881586
MARUTI,Celerio,2015,electric,First Owner,22.72062098,manual,KA,137769,708994
MARUTI,Celerio,2015,diesel,First Owner,33.53157834,automatic,WB,63418,1553296
MARUTI,Celerio,2000,diesel,First Owner,28.0390869,manual,TN,29612,1768844
MARUTI,Celerio,2008,diesel,Second Owner,33.25320792,manual,DL,193886,607799
MARUTI,Celerio,2005,diesel,Second Owner,31.66944203,manual,DL,105002,1662978
MARUTI,Celerio,2015,diesel,Second Owner,28.75164887,manual,DL,152703,1798427
MARUTI,Celerio,2002,petrol,Second Owner,22.12211799,automatic,MH,339355,882051
MARUTI,Celerio,2019,electric,Second Owner,19.82220895,automatic,UP,166524,1577847
MARUTI,Vitara Brezza,2003,petrol,Second Owner,19.44782871,automatic,RJ,276097,280994
MARUTI,Vitara Brezza,2018,petrol,Second Owner,34.04347675,manual,MH,98105,1647693
MARUTI,Vitara Brezza,2002,petrol,First Owner,34.17147686,manual,MP,173554,830671
MARUTI,Vitara Brezza,2018,petrol,Second Owner,29.49662747,automatic,MP,256379,307083
MARUTI,Vitara Brezza,2019,petrol,Second Owner,32.67591968,automatic,MP,251067,1781898
MARUTI,Vitara Brezza,2006,diesel,Second Owner,33.37992326,manual,UP,317616,498561
MARUTI,Vitara Brezza,2019,diesel,First Owner,25.23112393,manual,MH,369604,1080160
MARUTI,Vitara Brezza,2008,electric,Second Owner,27.58119381,manual,MH,138123,411724
MARUTI,Vitara Brezza,2000,petrol,Second Owner,23.37508996,manual,KA,242874,318297
MARUTI,Vitara Brezza,2007,electric,Second Owner,23.36981529,manual,MH,218385,1806353
MARUTI,Vitara Brezza,2006,diesel,First Owner,15.76857837,manual,TN,100379,332876
MARUTI,Vitara Brezza,2017,diesel,Second Owner,23.67642921,manual,MP,186987,278147
MARUTI,Vitara Brezza,2007,diesel,First Owner,28.46979623,manual,MH,115554,1833402
MARUTI,Vitara Brezza,2000,petrol,First Owner,23.43964332,manual,UP,28057,657760
MARUTI,Vitara Brezza,2010,petrol,First Owner,32.44819354,manual,RJ,38883,1970126
MARUTI,Vitara Brezza,2017,diesel,First Owner,21.65125905,automatic,MP,200910,1034309
MARUTI,Vitara Brezza,2022,electric,Second Owner,17.65364093,manual,GJ,80014,1502020
MARUTI,Vitara Brezza,2009,electric,First Owner,31.23117381,manual,TN,172522,1160160
MARUTI,Vitara Brezza,2002,diesel,First Owner,28.47895837,manual,GJ,176577,1664629
MARUTI,Vitara Brezza,2006,electric,Second Owner,19.83638965,automatic,MP,128269,515535
MARUTI,Vitara Brezza,2015,diesel,First Owner,25.72902512,manual,KA,317157,213229
MARUTI,Vitara Brezza,2015,electric,First Owner,23.03704677,automatic,UP,153536,1144791
MARUTI,Vitara Brezza,2019,diesel,First Owner,33.77719553,manual,RJ,94111,1921212
MARUTI,Vitara Brezza,2016,electric,First Owner,27.14664182,automatic,RJ,132839,1996612
MARUTI,Vitara Brezza,2001,petrol,First Owner,18.16778522,automatic,MP,66825,1383938
MARUTI,Vitara Brezza,2000,diesel,First Owner,25.04296905,manual,MH,180638,555810
MARUTI,Vitara Brezza,2015,diesel,Second Owner,32.25113665,automatic,KA,114035,250812
MARUTI,Vitara Brezza,2011,electric,Second Owner,28.4299334,automatic,UP,21521,1669914
MARUTI,Vitara Brezza,2004,diesel,Second Owner,31.84904152,manual,MP,299507,312203
MARUTI,Vitara Brezza,2004,diesel,Second Owner,20.00798628,manual,MH,100938,893041
MARUTI,Vitara Brezza,2022,diesel,First Owner,32.76702754,manual,MP,237169,1141224
MARUTI,Vitara Brezza,2008,petrol,First Owner,30.11222664,manual,KA,222308,666102
MARUTI,Vitara Brezza,2008,petrol,First Owner,29.57827511,manual,UP,162534,1694864
MARUTI,Vitara Brezza,2002,electric,Second Owner,21.9308214,manual,TN,355253,831920
MARUTI,Vitara Brezza,2018,petrol,Second Owner,32.75316128,automatic,MP,202177,202523
MARUTI,Vitara Brezza,2015,electric,First Owner,27.75958755,automatic,MH,336842,981489
MARUTI,Vitara Brezza,2015,petrol,First Owner,32.03678954,manual,PB,259052,299964
MARUTI,Vitara Brezza,2002,electric,Second Owner,22.21942912,manual,PB,139511,600846
MARUTI,Vitara Brezza,2019,petrol,Second Owner,17.91304182,manual,PB,116783,880646
MARUTI,Vitara Brezza,2023,petrol,Second Owner,21.6467436,manual,MH,214173,470473
MARUTI,Dzire,2021,electric,Second Owner,24.10528695,automatic,KA,118829,736040
MARUTI,Dzire,2023,diesel,First Owner,25.6681475,automatic,KA,136774,1889305
MARUTI,Dzire,2000,diesel,Second Owner,25.21618431,manual,UP,239403,1063016
MARUTI,Dzire,2023,petrol,Second Owner,25.92109185,automatic,DL,288243,764391
MARUTI,Dzire,2019,electric,First Owner,31.8341153,automatic,PB,357248,1500613
MARUTI,Dzire,2010,diesel,First Owner,18.40202492,manual,RJ,24406,1626592
MARUTI,Dzire,2016,electric,First Owner,21.3210259,manual,DL,122439,911439
MARUTI,Dzire,2007,diesel,Second Owner,32.77216981,automatic,WB,208250,526423
MARUTI,Dzire,2003,electric,Second Owner,26.20916409,manual,PB,110692,1721399
MARUTI,Dzire,2005,petrol,Second Owner,26.66779741,manual,RJ,181943,1462301
MARUTI,Dzire,2007,electric,Second Owner,24.56125089,manual,KA,234985,1037435
MARUTI,Dzire,2019,diesel,First Owner,25.9794927,automatic,RJ,378586,1255096
MARUTI,Dzire,2002,petrol,First Owner,18.96159461,automatic,DL,384973,1045129
MARUTI,Dzire,2015,electric,Second Owner,25.93733799,automatic,TN,132631,1843691
MARUTI,Dzire,2002,diesel,Second Owner,34.94346256,automatic,MP,64895,1201941
MARUTI,Dzire,2017,petrol,Second Owner,26.32095146,manual,GJ,274408,215106
MARUTI,Dzire,2013,electric,First Owner,15.88804931,manual,PB,325904,977637
MARUTI,Dzire,2017,diesel,Second Owner,30.92871289,automatic,KA,328450,891455
MARUTI,Dzire,2001,electric,First Owner,22.92950857,automatic,UP,95179,1936359
MARUTI,Dzire,2021,electric,Second Owner,18.07352297,manual,PB,167659,851222
MARUTI,Dzire,2002,petrol,First Owner,32.25039612,automatic,MH,96554,1320236
MARUTI,Dzire,2015,petrol,First Owner,18.95946511,automatic,DL,151015,1458615
MARUTI,Dzire,2008,diesel,Second Owner,33.4153478,automatic,KA,64425,1037650
MARUTI,Dzire,2003,petrol,First Owner,23.83592981,automatic,RJ,277997,770151
MARUTI,Dzire,2000,diesel,First Owner,29.85581669,automatic,UP,172448,1494132
MARUTI,Dzire,2003,electric,Second Owner,25.93991701,automatic,MP,304734,1347126
MARUTI,Dzire,2000,electric,First Owner,20.13253608,automatic,KA,325547,418316
MARUTI,Dzire,2013,diesel,Second Owner,28.42180349,manual,MP,46628,1059555
MARUTI,Dzire,2020,electric,First Owner,34.15825102,manual,PB,109421,924034
MARUTI,Dzire,2015,petrol,First Owner,30.39273934,manual,PB,387907,1625749
MARUTI,Dzire,2019,electric,First Owner,27.08035993,automatic,GJ,153264,1738392
MARUTI,Dzire,2023,petrol,First Owner,34.81256217,manual,DL,172505,1033427
MARUTI,Dzire,2007,diesel,Second Owner,20.30653335,manual,RJ,366773,1505499
MARUTI,Dzire,2006,diesel,Second Owner,16.24682976,manual,PB,50617,1473528
MARUTI,Dzire,2002,electric,Second Owner,15.64261732,manual,TN,268588,464578
MARUTI,Dzire,2016,electric,First Owner,29.21375759,automatic,MH,389598,347563
MARUTI,Dzire,2000,petrol,First Owner,31.60464729,manual,GJ,182754,876837
MARUTI,Dzire,2015,petrol,Second Owner,27.70201075,manual,KA,292394,1245075
MARUTI,Dzire,2011,electric,Second Owner,33.10053195,manual,MH,314980,246381
MARUTI,Dzire,2018,electric,Second Owner,28.95952095,manual,UP,394463,652356
MARUTI,S-Cross,2021,diesel,Second Owner,22.41909293,automatic,RJ,349317,1483178
MARUTI,S-Cross,2022,diesel,First Owner,18.62516583,automatic,KA,388905,404410
MARUTI,S-Cross,2021,diesel,Second Owner,33.49294957,manual,GJ,26251,1392520
